Incident Date,Incident Name,Category,Target Industry,Attack Vector,Attributed Actor Type,Impacted Entities,Financial Cost,APT vs Opportunistic,Source,Source URL,Notes,MITRE ATT&CK ID,Attack Technique,Attack Behavior,Attack Indicator,Artifact,Detection Method,Time to Detect,Detection Coverage,Incident Failure Point,Compliance Status,Contingency/Backup Plan,Disruption Type,Business Impact
2021-12-10,Log4j (Log4Shell) vulnerability,Software Supply Chain,Open Source/Infrastructure,Code injection (RCE vulnerability),Unknown / Not attributed,Apache Log4j; widespread global impact across virtually all Java applications,Not available,Other/Unknown,CNCF TAG Security Catalog,https://security.googleblog.com/2021/12/understanding-impact-of-apache-log4j.html,CVE-2021-44228; critical RCE vulnerability in ubiquitous logging library,T1190 + T1059 + T1203,Exploit Public-Facing Application; Command and Scripting Interpreter; Exploitation for Client Execution,"Attackers sent crafted JNDI lookup strings (for example ${jndi:ldap://...}) in headers, form fields and user agents so that vulnerable Log4j2 versions fetched and executed remote classes, enabling unauthenticated RCE across countless Java applications.","${jndi:ldap/rmi/dns...} patterns in request logs and user-agent strings; outbound LDAP/RMI from application servers; cryptominer, Mirai/Muhstik and Cobalt Strike follow-on payloads","CVE-2021-44228 (Log4Shell) exploit strings; JNDI-Exploit-Kit; follow-on Kinsing, XMRig, Mirai, Muhstik, Cobalt Strike and later Conti/Khonsari ransomware","Researcher disclosure - reported to Apache by Alibaba Cloud's security team, then rapid public exploitation and vendor detection",~2 weeks between first observed in-the-wild exploitation and public disclosure; the flaw itself existed since 2013,Partial,Transitive dependency visibility - organizations could not inventory where a ubiquitous logging library was embedded,CISA Emergency Directive 22-02 and KEV listing; FTC warning of enforcement for failure to remediate; global vendor advisories,"Not applicable to a vulnerability class; response relied on patching, WAF virtual patching and dependency inventory/SBOM efforts",Service disruption,"Hundreds of millions of devices and services required emergency patching over the December 2021 holidays, with sustained exploitation against VMware Horizon, ecommerce and government systems and long-tail remediation costs across nearly every enterprise."
2022-01-01,Auth0 source code repository stolen,Software Supply Chain,Identity/Access Management,Source code compromise,Unknown / Not attributed,Auth0 (Okta); source code from 2020 and earlier,Not available,Other/Unknown,CNCF TAG Security Catalog,https://auth0.com/blog/auth0-code-repository-archives-from-2020-and-earlier/; https://www.bleepingcomputer.com/news/security/oktas-source-code-stolen-after-github-repositories-hacked/,Third-party individual informed Okta of possession of source code,T1195.002,Supply Chain Compromise: Compromise Software Supply Chain,Attacker leveraged source code compromise against Auth0 source code repository stolen to insert or execute unauthorized code in the victim's software supply chain; actor profile: Unknown / Not attributed. Mapped to T1195.002 based on the reported vector.,anomalous change to a trusted third-party component; unexpected outbound network activity,Not publicly detailed,Third-party security research,Unknown,Unknown,Source repository integrity,Not reported,Unknown,Data breach,Data breach affecting Auth0 (Okta); source code from 2020 and earlier; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users.
2022-01-01,"Docker Hub malicious containers (1,650+)",Software Supply Chain,Container/Cloud Infrastructure,Malicious package; Publishing infrastructure compromise,Cybercriminal / Financially motivated,"Docker Hub; 1,652 malicious container images identified; cryptominers, secrets, proxy tools",Not available,Opportunistic,CNCF TAG Security Catalog,https://www.bleepingcomputer.com/news/security/docker-hub-repositories-hide-over-1-650-malicious-containers/,"Sysdig researchers scanned 250,000+ images; found 1,652 malicious",T1195.002 + T1195.001,Supply Chain Compromise: Compromise Software Supply Chain; Supply Chain Compromise: Compromise Software Dependencies and Development Tools,"Attacker leveraged malicious package; publishing infrastructure compromise against Docker Hub malicious containers (1,650+) to insert or execute unauthorized code in the victim's software supply chain; actor profile: Cybercriminal / Financially motivated. Mapped to T1195.002, T1195.001 based on the reported vector.",newly published or renamed package versions with install-time scripts; outbound connections from build/CI hosts; signed artifact whose hash does not match reviewed source; unexpected release outside normal cadence,"Malicious registry package with install-time script (payload varies: infostealer, backdoor, cryptominer)",Third-party security research,Unknown,Unknown,Distribution/publishing infrastructure integrity; Package registry verification,Not reported,Unknown,Malicious code injection,"Malicious code injection affecting Docker Hub; 1,652 malicious container images identified; cryptominers, secrets, proxy tools; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users."
2022-01-01,GCP Golang Buildpacks old compiler injection,Software Supply Chain,Cloud Infrastructure/Developer Tools,Dev tooling compromise,Unknown / Not attributed,Google Cloud Platform Buildpacks; Go developers using GCP,Not available,Other/Unknown,CNCF TAG Security Catalog,https://zt.dev/posts/gcp-buildpacks-old-compiler/,Build pipelines pulled older compilers with known vulnerabilities,T1195.001,Supply Chain Compromise: Compromise Software Dependencies and Development Tools,Attacker leveraged dev tooling compromise against GCP Golang Buildpacks old compiler injection to insert or execute unauthorized code in the victim's software supply chain; actor profile: Unknown / Not attributed. Mapped to T1195.001 based on the reported vector.,anomalous change to a trusted third-party component; unexpected outbound network activity,Not publicly detailed,Unknown,Unknown,Unknown,Developer tooling trust boundary,Not reported,Unknown,Service disruption,Service disruption affecting Google Cloud Platform Buildpacks; Go developers using GCP; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users.
2022-01-01,Intel Alder Lake BIOS leak,Software Supply Chain,Hardware/Semiconductor,Source code compromise,Unknown / Not attributed,Intel; 6GB BIOS/UEFI source code leaked on 4chan and GitHub,Not available,Other/Unknown,CNCF TAG Security Catalog,https://www.tomshardware.com/news/intel-confirms-6gb-alder-lake-bios-source-code-leak-new-details-emerge,Leaked by third party; contained private signing key for Intel Boot Guard,T1195.002,Supply Chain Compromise: Compromise Software Supply Chain,Attacker leveraged source code compromise against Intel Alder Lake BIOS leak to insert or execute unauthorized code in the victim's software supply chain; actor profile: Unknown / Not attributed. Mapped to T1195.002 based on the reported vector.,anomalous change to a trusted third-party component; unexpected outbound network activity,Not publicly detailed,Unknown,Unknown,Unknown,Source repository integrity,Not reported,Unknown,Data breach,Data breach affecting Intel; 6GB BIOS/UEFI source code leaked on 4chan and GitHub; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users.
2022-01-01,PEAR PHP package manager compromise,Software Supply Chain,Open Source/Package Registry,Dev tooling compromise; Credential compromise,Unknown / Not attributed,PEAR/PHP; 285M package downloads; pear.php.net server,Not available,Other/Unknown,CNCF TAG Security Catalog,https://blog.sonarsource.com/php-supply-chain-attack-on-pear,Password reset flaw and unpatched CVE allowed server compromise,T1195.001 + T1078 + T1552,Supply Chain Compromise: Compromise Software Dependencies and Development Tools; Valid Accounts; Unsecured Credentials,"Attacker leveraged dev tooling compromise; credential compromise against PEAR PHP package manager compromise to insert or execute unauthorized code in the victim's software supply chain; actor profile: Unknown / Not attributed. Mapped to T1195.001, T1078, T1552 based on the reported vector.",logins/publishes from unfamiliar IPs or geographies; new API tokens or app credentials,Not publicly detailed,Third-party security research,Unknown,Unknown,Developer tooling trust boundary; Credential management,Not reported,Unknown,Credential theft,Credential theft affecting PEAR/PHP; 285M package downloads; pear.php.net server; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users.
2022-01-01,RubyGems package overwrite flaw (CVE-2022-29176),Software Supply Chain,Open Source/Package Registry,Dev tooling compromise,Unknown / Not attributed,RubyGems.org; all packages with specific naming conventions at risk,Not available,Other/Unknown,CNCF TAG Security Catalog,https://www.bleepingcomputer.com/news/security/check-your-gems-rubygems-fixes-unauthorized-package-takeover-bug/,Security bug allowed anyone to remove and republish legitimate packages,T1195.001,Supply Chain Compromise: Compromise Software Dependencies and Development Tools,Attacker leveraged dev tooling compromise against RubyGems package overwrite flaw (CVE-2022-29176) to insert or execute unauthorized code in the victim's software supply chain; actor profile: Unknown / Not attributed. Mapped to T1195.001 based on the reported vector.,anomalous change to a trusted third-party component; unexpected outbound network activity,Not publicly detailed,Third-party security research,Unknown,Unknown,Developer tooling trust boundary,Not reported,Unknown,Service disruption,Service disruption affecting RubyGems.org; all packages with specific naming conventions at risk; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users.
2022-01-08,npm (01/09/2022),Software Supply Chain,Open Source/Package Registry,Build system compromise; Dependency compromise,Unknown / Not attributed,npm; 2 packages/instances affected,Not available,Other/Unknown,Atlantic Council Breaking Trust,https://snyk.io/blog/open-source-npm-packages-colors-faker/,"IQT/Breaking Trust dataset. This event follows a similar incident related to the popular npm package faker, maintained by the same person; where the open source repository on GitHub received a forced commit which completely reverted the package's original source code.",T1195.002 + T1195.001,Supply Chain Compromise: Compromise Software Supply Chain; Supply Chain Compromise: Compromise Software Dependencies and Development Tools,"Attacker leveraged build system compromise; dependency compromise against npm (01/09/2022) to insert or execute unauthorized code in the victim's software supply chain; actor profile: Unknown / Not attributed. Mapped to T1195.002, T1195.001 based on the reported vector.",signed artifact whose hash does not match reviewed source; unexpected release outside normal cadence,Trojanized legitimate installer/update package,Third-party security research,Unknown,Unknown,Build system integrity; Dependency review and pinning,Not reported,Unknown,Data breach,Data breach affecting npm; 2 packages/instances affected; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users.
2022-01-09,NPM colors and faker sabotaged by maintainer,Software Supply Chain,Open Source/Package Registry,Malicious maintainer; Code injection,Insider (malicious maintainer),"NPM; colors.js and faker.js; aws-cdk, Jest, Node.js Open CLI Framework; many downstream projects",Not available,Opportunistic,CNCF TAG Security Catalog,https://snyk.io/blog/open-source-npm-packages-colors-faker/; https://snyk.io/blog/peacenotwar-malicious-npm-node-ipc-package-vulnerability/,Maintainer intentionally introduced infinite loops causing DoS,T1195.001 + T1059,Supply Chain Compromise: Compromise Software Dependencies and Development Tools; Command and Scripting Interpreter,"Attacker leveraged malicious maintainer; code injection against NPM colors and faker sabotaged by maintainer to insert or execute unauthorized code in the victim's software supply chain; actor profile: Insider (malicious maintainer). Mapped to T1195.001, T1059 based on the reported vector.",exploit attempts in application logs; unexpected web shells or child processes,Not publicly detailed,Third-party security research,Unknown,Unknown,Maintainer trust and release review; Code review and artifact integrity,Not reported,Unknown,Malicious code injection,"Malicious code injection affecting NPM; colors.js and faker.js; aws-cdk, Jest, Node.js Open CLI Framework; many downstream projects; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users."
2022-01-18,WordPress AccessPress themes/plugins backdoor,Software Supply Chain,Web/CMS,Source code compromise; Code injection,Unknown / Not attributed,"AccessPress; 93 themes and plugins; 360,000+ active websites",Not available,Other/Unknown,CNCF TAG Security Catalog,https://jetpack.com/2022/01/18/backdoor-found-in-themes-and-plugins-from-accesspress-themes/,Coordinated supply chain attack; webshell injected into themes and plugins,T1195.002 + T1059,Supply Chain Compromise: Compromise Software Supply Chain; Command and Scripting Interpreter,"Attacker leveraged source code compromise; code injection against WordPress AccessPress themes/plugins backdoor to insert or execute unauthorized code in the victim's software supply chain; actor profile: Unknown / Not attributed. Mapped to T1195.002, T1059 based on the reported vector.",exploit attempts in application logs; unexpected web shells or child processes,Exploit for a public-facing application; follow-on webshell or loader,Third-party security research,Unknown,Unknown,Source repository integrity; Code review and artifact integrity,Not reported,Unknown,Data breach,"Data breach affecting AccessPress; 93 themes and plugins; 360,000+ active websites; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users."
2022-02-26,Kojima Industries ransomware halts Toyota production,Physical/Operational Supply Chain,Automotive Manufacturing,Ransomware; Tier-1 supplier compromise (initial vector/actor undisclosed),Unknown / Not attributed (no confirmed attribution),"Kojima Industries (Toyota Tier-1 supplier); Toyota (all 14 Japanese plants); Hino Motors; Daihatsu; ~13,000 vehicles/day lost production",Not available,Other/Unknown,Public reporting,https://www.cyberbreaches.org/en/incidents/toyota-kojima-2022,"Physical/operational supply chain attack (not software supply chain). Ransomware on a single Tier-1 parts supplier disrupted Toyota just-in-time manufacturing; no attribution ever confirmed, though timing (post Japan-Russia sanctions) fueled speculation of state-aligned origin.",T1486 + T1078,Data Encrypted for Impact; Valid Accounts,Attackers compromised Tier-1 plastic parts supplier Kojima Industries and deployed ransomware that disabled the file servers used to exchange just-in-time production data with Toyota's kanban system.,File server anomaly and threatening message discovered by Kojima staff; loss of EDI/kanban connectivity to Toyota; encrypted supplier production files,Ransomware (family not publicly confirmed),Internal detection - supplier staff noticed a file server malfunction and an accompanying ransom message,Unknown pre-encryption dwell; disruption detected within hours,Partial,Third-party/supplier security assurance - a small Tier-1 supplier's IT became a single point of failure for just-in-time production,Not reported (prompted Japanese METI supply chain cybersecurity guidance to manufacturers),Unknown at supplier; Toyota's contingency was a one-day production stop and manual restart once data exchange resumed,Operational shutdown,"Toyota suspended operations at all 14 domestic plants and 28 lines for a day, cutting roughly 13,000 vehicles of output and demonstrating how one small supplier can idle a global manufacturer."
2022-05-01,PyPI ctx and PHP PHPass account takeover,Software Supply Chain,Open Source/Package Registry,Account takeover; Dev tooling compromise,Unknown / Not attributed,PyPI ctx package (tens of thousands of installs); PHPass (~2.5M downloads),Not available,Opportunistic,CNCF TAG Security Catalog,https://sockpuppets.medium.com/how-i-hacked-ctx-and-phpass-modules-656638c6ec5e,Expired GitHub accounts and email domains allowed account takeover,T1195.001 + T1078,Supply Chain Compromise: Compromise Software Dependencies and Development Tools; Valid Accounts,"Attacker leveraged account takeover; dev tooling compromise against PyPI ctx and PHP PHPass account takeover to insert or execute unauthorized code in the victim's software supply chain; actor profile: Unknown / Not attributed. Mapped to T1195.001, T1078 based on the reported vector.",logins/publishes from unfamiliar IPs or geographies; new API tokens or app credentials,Not publicly detailed,Third-party security research,Unknown,Unknown,Developer tooling trust boundary; Credential management / account security,Not reported,Unknown,Service disruption,Service disruption affecting PyPI ctx package (tens of thousands of installs); PHPass (~2.5M downloads); no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users.
2022-05-17,Saicoo CAC Reader Driver Website (05/17/2022),Software Supply Chain,Technology/Software,Firmware implant,Unknown / Not attributed,Saicoo CAC Reader Driver Website,Not available,Other/Unknown,Atlantic Council Breaking Trust,https://krebsonsecurity.com/2022/05/when-your-smart-id-card-reader-comes-with-malware/,"IQT/Breaking Trust dataset. """"",T1195.003,Supply Chain Compromise: Compromise Hardware Supply Chain,Attacker leveraged firmware implant against Saicoo CAC Reader Driver Website (05/17/2022) to insert or execute unauthorized code in the victim's software supply chain; actor profile: Unknown / Not attributed. Mapped to T1195.003 based on the reported vector.,unexpected pre-installed applications or persistent system components on shipped devices,Pre-installed firmware/OS-level implant,Third-party security research,Unknown,Unknown,Hardware/firmware provenance verification,Not reported,Unknown,Backdoor/unauthorized access,Backdoor/unauthorized access affecting Saicoo CAC Reader Driver Website; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users.
2022-06-24,"PyPI malicious packages (pygrata, loglib, etc.)",Software Supply Chain,Open Source/Package Registry,Typosquatting; Malicious package,Unknown / Not attributed,"PyPI; loglib-modules, pyg-modules, pygrata, pygrata-utils, hkg-sol-utils; AWS credentials stolen",Not available,Opportunistic,CNCF TAG Security Catalog,https://thehackernews.com/2022/06/multiple-backdoored-python-libraries.html,Typosquatted packages harvesting AWS credentials and environment variables,T1195.001,Supply Chain Compromise: Compromise Software Dependencies and Development Tools,"Attacker leveraged typosquatting; malicious package against PyPI malicious packages (pygrata, loglib, etc.) to insert or execute unauthorized code in the victim's software supply chain; actor profile: Unknown / Not attributed. Mapped to T1195.001 based on the reported vector.",newly published or renamed package versions with install-time scripts; outbound connections from build/CI hosts,"Malicious registry package with install-time script (payload varies: infostealer, backdoor, cryptominer)",Third-party security research,Unknown,Unknown,Package registry verification,Not reported,Unknown,Credential theft,"Credential theft affecting PyPI; loglib-modules, pyg-modules, pygrata, pygrata-utils, hkg-sol-utils; AWS credentials stolen; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users."
2022-09-27,Comm100 Live Chat trojanized installer,Software Supply Chain,Customer Engagement Software,Publishing infrastructure compromise; Code injection,Unknown / Not attributed,"Comm100; 15,000+ customers across 51 countries; industrial, healthcare, technology, manufacturing sectors",Not available,Other/Unknown,CNCF TAG Security Catalog,https://www.securityweek.com/supply-chain-attack-targets-customer-engagement-firm-comm100,Trojanized Electron app with JavaScript backdoor; valid Comm100 certificate,T1195.002 + T1059,Supply Chain Compromise: Compromise Software Supply Chain; Command and Scripting Interpreter,"Attacker leveraged publishing infrastructure compromise; code injection against Comm100 Live Chat trojanized installer to insert or execute unauthorized code in the victim's software supply chain; actor profile: Unknown / Not attributed. Mapped to T1195.002, T1059 based on the reported vector.",signed artifact whose hash does not match reviewed source; unexpected release outside normal cadence; exploit attempts in application logs; unexpected web shells or child processes,Trojanized legitimate installer/update package,Third-party security research,Unknown,Unknown,Distribution/publishing infrastructure integrity; Code review and artifact integrity,Not reported,Unknown,Backdoor/unauthorized access,"Backdoor/unauthorized access affecting Comm100; 15,000+ customers across 51 countries; industrial, healthcare, technology, manufacturing sectors; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users."
2022-11-01,Dropbox GitHub account breach (130 repos),Software Supply Chain,Cloud Storage/Technology,Phishing; Attack chaining,Unknown / Not attributed,"Dropbox; 130 GitHub repositories; code, names, email addresses of employees/customers",Not available,Other/Unknown,CNCF TAG Security Catalog,https://www.bleepingcomputer.com/news/security/dropbox-discloses-breach-after-hacker-stole-130-github-repositories/,Phishing impersonating CircleCI; stole GitHub credentials and OTP,T1566 + T1195,Phishing; Supply Chain Compromise,"Attacker leveraged phishing; attack chaining against Dropbox GitHub account breach (130 repos) to insert or execute unauthorized code in the victim's software supply chain; actor profile: Unknown / Not attributed. Mapped to T1566, T1195 based on the reported vector.",anomalous change to a trusted third-party component; unexpected outbound network activity,Not publicly detailed,Third-party security research,Unknown,Unknown,Human/identity controls (phishing resistance); Third-party trust chain validation,Not reported,Unknown,Credential theft,"Credential theft affecting Dropbox; 130 GitHub repositories; code, names, email addresses of employees/customers; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users."
2022-12-07,Fantasy wiper (Agrius) supply chain attack,Software Supply Chain,Software/Diamond Industry,Publishing infrastructure compromise; Update mechanism compromise,APT (Agrius),"Israeli ISV; organizations in Israel, South Africa, Hong Kong; diamond industry",Not available,APT,CNCF TAG Security Catalog,https://www.welivesecurity.com/2022/12/07/fantasy-new-agrius-wiper-supply-chain-attack/,Agrius APT abused software update mechanism to deploy wiper malware,T1195.002,Supply Chain Compromise: Compromise Software Supply Chain,Attacker leveraged publishing infrastructure compromise; update mechanism compromise against Fantasy wiper (Agrius) supply chain attack to insert or execute unauthorized code in the victim's software supply chain; actor profile: APT (Agrius). Mapped to T1195.002 based on the reported vector.,signed artifact whose hash does not match reviewed source; unexpected release outside normal cadence,Trojanized legitimate installer/update package,Internal monitoring,Unknown,Unknown,Update channel integrity; Distribution/publishing infrastructure integrity,Not reported,Unknown,Service disruption,"Service disruption affecting Israeli ISV; organizations in Israel, South Africa, Hong Kong; diamond industry; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users."
2022-12-25,PyTorch nightly dependency confusion (torchtriton),Software Supply Chain,AI/ML/Open Source,Dependency confusion; Malicious package,Unknown / Not attributed,PyTorch; PyPI; users of PyTorch nightly builds; system data stolen,Not available,Other/Unknown,Public reporting,https://news.sophos.com/en-us/2023/01/01/pytorch-machine-learning-toolkit-pwned-from-christmas-to-new-year/,Malicious torchtriton package on PyPI with same name as internal PyTorch package; data-stealing malware,T1195.001 + T1552.001 + T1041,Supply Chain Compromise: Compromise Software Dependencies and Development Tools; Unsecured Credentials: Credentials In Files; Exfiltration Over C2 Channel,"An actor uploaded a malicious PyPI package named 'torchtriton', which pip resolved in preference to PyTorch's own private-index dependency, and its binary harvested hostname, /etc/hosts, /etc/passwd, ~/.gitconfig, ~/.ssh and up to 1,000 files per directory to a remote DNS-exfiltration endpoint.",torchtriton package installed from PyPI rather than the PyTorch index; DNS queries to *.h4ck[.]cfd; triton binary reading SSH keys and /etc/passwd; nightly-build environments only,Malicious torchtriton PyPI package with trojanized 'triton' ELF binary; h4ck[.]cfd exfiltration domain,Researcher/community disclosure followed by PyTorch team investigation and public advisory,~5 days (malicious package live 2022-12-25 to 2022-12-30),Partial,"Package registry resolution order - dependency confusion between a private index and public PyPI, with no namespace reservation",Not reported (project advisory and user notification only),Package renamed to pytorch-triton and the PyPI name registered as a placeholder; users instructed to uninstall and rotate SSH keys,Credential theft,"Machine-learning developers running PyTorch nightly builds over a holiday week had SSH keys and local files exfiltrated, forcing key rotation and hardening of PyPI namespace policy for a project with millions of installs."
2023-01-01,Fake Dependabot commits,Software Supply Chain,Developer Tools/Open Source,Source code compromise; Credential compromise,Unknown / Not attributed,GitHub users primarily in Indonesia; hundreds of commits; repository secrets stolen,Not available,Opportunistic,CNCF TAG Security Catalog,https://checkmarx.com/blog/surprise-when-dependabot-contributes-malicious-code/,Attacker impersonated Dependabot to push malicious commits,T1195.002 + T1078 + T1552,Supply Chain Compromise: Compromise Software Supply Chain; Valid Accounts; Unsecured Credentials,"Attacker leveraged source code compromise; credential compromise against Fake Dependabot commits to insert or execute unauthorized code in the victim's software supply chain; actor profile: Unknown / Not attributed. Mapped to T1195.002, T1078, T1552 based on the reported vector.",logins/publishes from unfamiliar IPs or geographies; new API tokens or app credentials,Not publicly detailed,Unknown,Unknown,Unknown,Source repository integrity; Credential management,Not reported,Unknown,Credential theft,Credential theft affecting GitHub users primarily in Indonesia; hundreds of commits; repository secrets stolen; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users.
2023-01-01,ManageEngine CVE-2022-47966 exploitation,Software Supply Chain,IT Management Software,Dependency compromise; Vulnerable third-party dependency,APT (North Korean),Zoho ManageEngine; European internet infrastructure provider; aeronautical sector,Not available,APT,CNCF TAG Security Catalog,https://www.securityweek.com/north-korean-apt-hacks-internet-infrastructure-provider-via-manageengine-flaw/,APT exploited vulnerable Apache Santuario/xmlsec dependency in ManageEngine,T1195.001,Supply Chain Compromise: Compromise Software Dependencies and Development Tools,Attacker leveraged dependency compromise; vulnerable third-party dependency against ManageEngine CVE-2022-47966 exploitation to insert or execute unauthorized code in the victim's software supply chain; actor profile: APT (North Korean). Mapped to T1195.001 based on the reported vector.,anomalous change to a trusted third-party component; unexpected outbound network activity,Not publicly detailed,Third-party security research,Unknown,Unknown,Dependency review and pinning,Not reported,Unknown,Service disruption,Service disruption affecting Zoho ManageEngine; European internet infrastructure provider; aeronautical sector; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users.
2023-01-01,NPM mathjs-min credential stealer,Software Supply Chain,Open Source/Package Registry,Malicious package; Typosquatting,Unknown / Not attributed,NPM; mathjs-min; 667K weekly downloads; 1800 dependents; Discord tokens stolen,Not available,Opportunistic,CNCF TAG Security Catalog,https://blog.phylum.io/phylum-discovers-npm-package-mathjs-min-contains-discord-token-grabber,Malicious copy of mathjs with Discord token grabber embedded,T1195.001,Supply Chain Compromise: Compromise Software Dependencies and Development Tools,Attacker leveraged malicious package; typosquatting against NPM mathjs-min credential stealer to insert or execute unauthorized code in the victim's software supply chain; actor profile: Unknown / Not attributed. Mapped to T1195.001 based on the reported vector.,newly published or renamed package versions with install-time scripts; outbound connections from build/CI hosts,"Malicious registry package with install-time script (payload varies: infostealer, backdoor, cryptominer)",Third-party security research,Unknown,Unknown,Package registry verification,Not reported,Unknown,Credential theft,Credential theft affecting NPM; mathjs-min; 667K weekly downloads; 1800 dependents; Discord tokens stolen; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users.
2023-03-29,3CX DesktopApp trojanized (Operation SmoothOperator),Software Supply Chain,Enterprise Communications/VoIP,Build system compromise; Code injection; Double supply chain attack,"APT (Lazarus Group / UNC4736, DPRK)","3CX; 600,000+ customers; 12M daily users; financial services, critical infrastructure, technology sectors",Not available,APT,"Public reporting (CISA, Mandiant, SentinelOne)",https://threatpedia.wiki/campaigns/lazarus-3cx-supply-chain-compromise-2023/,Double supply chain: 3CX build env compromised via trojanized X_TRADER; ICONIC Stealer and POOLRAT deployed,T1195.002 + T1574.001 + T1553.002 + T1027.003 + T1071.001,Supply Chain Compromise: Compromise Software Supply Chain; Hijack Execution Flow: DLL Search Order Hijacking; Subvert Trust Controls: Code Signing; Obfuscated Files or Information: Steganography; Application Layer Protocol: Web Protocols,"North Korean operators (UNC4736/Labyrinth Chollima) first compromised 3CX via a trojanized X_TRADER financial app on an employee machine, then poisoned 3CX's own build to ship signed installers that side-loaded malicious DLLs and pulled encrypted C2 config from icon files in a GitHub repo.",Signed 3CXDesktopApp shipping ffmpeg.dll/d3dcompiler_47.dll with appended encrypted payload; ICO files in a GitHub repo containing base64 C2 strings; beaconing to azureonlinecloud[.]com and similar look-alike domains; EDR alerts on 3CXDesktopApp.exe spawning network activity,ICONICSTEALER info-stealer; POOLRAT/SIMPLESEA macOS backdoor; VEILEDSIGNAL modular backdoor; TAXHAUL/COLDCAT loaders; trojanized X_TRADER (VEILEDSIGNAL) as the upstream vector,"Researcher/vendor disclosure - SentinelOne, CrowdStrike and Sophos telemetry flagged the signed 3CX binary before 3CX confirmed",~4 months (initial employee compromise ~November-December 2022; trojanized builds detected late March 2023),No,Build environment compromise - developer workstation malware reached the release pipeline and signed artifacts were never independently validated,CISA/vendor advisories issued; customer breach notifications; sanctions-relevant DPRK attribution,Clean rebuild of build infrastructure and re-issued installers; Mandiant-led IR and certificate/credential rotation,Data breach,"A vendor with roughly 600,000 customer organizations and 12 million daily users shipped malware to Windows and macOS users, forcing emergency uninstall/rollback across enterprises and the first widely documented cascading double software supply chain compromise."
2023-05-01,Packagist maintainer account takeover,Software Supply Chain,Open Source/Package Registry,Account takeover; Dev tooling compromise,Unknown / Not attributed,Packagist.org; 4 maintainer accounts; 14 packages,Not available,Opportunistic,CNCF TAG Security Catalog,https://blog.packagist.com/packagist-org-maintainer-account-takeover/,Inactive accounts with leaked passwords compromised; no malicious code distributed,T1195.001 + T1078,Supply Chain Compromise: Compromise Software Dependencies and Development Tools; Valid Accounts,"Attacker leveraged account takeover; dev tooling compromise against Packagist maintainer account takeover to insert or execute unauthorized code in the victim's software supply chain; actor profile: Unknown / Not attributed. Mapped to T1195.001, T1078 based on the reported vector.",logins/publishes from unfamiliar IPs or geographies; new API tokens or app credentials,Not publicly detailed,Third-party security research,Unknown,Unknown,Developer tooling trust boundary; Credential management / account security,Not reported,Unknown,Credential theft,Credential theft affecting Packagist.org; 4 maintainer accounts; 14 packages; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users.
